Product Name,Category,Rating,Reviewer Name,Review,Review_without_emoji,preprocess_text,preprocess_text1
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,5.0,Stefan H,"Great tasting coffee, using with a brewer. Highly recommended. ","Great tasting coffee, using with a brewer. Highly recommended. ",great tasting coffee using with a brewer highly recommended ,"['great', 'tasting', 'coffee', 'using', 'brewer', 'highly', 'recommended']"
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,4.0,Yasas T,Original product and very quick delivery. Extremely pleased!,Original product and very quick delivery. Extremely pleased!,original product and very quick delivery extremely pleased,"['original', 'product', 'quick', 'delivery', 'extremely', 'pleased']"
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,5.0,Keth W,My favourite cup of coffee..Well packed. Well delivered.,My favourite cup of coffee..Well packed. Well delivered.,my favourite cup of coffeewell packed well delivered,"['favourite', 'cup', 'coffeewell', 'packed', 'well', 'delivered']"
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,5.0,Lahiru B,Original product. Delivered within 2 days. Thank You! 😃,Original product. Delivered within 2 days. Thank You! grinning face with big eyes,original product delivered within 2 days thank you grinning face with big eyes,"['original', 'product', 'delivered', 'within', '2', 'days', 'thank', 'grinning', 'face', 'big', 'eyes']"
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,2.0,Rev I,"took two weeks to arrive, other than that its good","took two weeks to arrive, other than that its good",took two weeks to arrive other than that its good,"['took', 'two', 'weeks', 'arrive', 'good']"
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,5.0,Max,Very good product. Fast delivery..Love it ❤ ,Very good product. Fast delivery..Love it red heart ,very good product fast deliverylove it red heart ,"['good', 'product', 'fast', 'deliverylove', 'red', 'heart']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Niahrica D,"Great coffee, Genuine stuff. Quick delivery ","Great coffee, Genuine stuff. Quick delivery ",great coffee genuine stuff quick delivery ,"['great', 'coffee', 'genuine', 'stuff', 'quick', 'delivery']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,4.0,Bianca S,original very good product highly recommend,original very good product highly recommend,original very good product highly recommend,"['original', 'good', 'product', 'highly', 'recommend']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,4.0,Niranga A,Great quality product. Value for money.,Great quality product. Value for money.,great quality product value for money,"['great', 'quality', 'product', 'value', 'money']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Kushmi J,Orginal Coffee at reasonable price. ,Orginal Coffee at reasonable price. ,orginal coffee at reasonable price ,"['orginal', 'coffee', 'reasonable', 'price']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Chandani J,Great product. Recommending to all.,Great product. Recommending to all.,great product recommending to all,"['great', 'product', 'recommending']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,2.0,Dr D,cheaper other places in Negambo ,cheaper other places in Negambo ,cheaper other places in negambo ,"['cheaper', 'places', 'negambo']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Parami N,it's original... love the taste,it's original... love the taste,its original love the taste,"['original', 'love', 'taste']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Dileeshi S,Good coffee... Great seller...,Good coffee... Great seller...,good coffee great seller,"['good', 'coffee', 'great', 'seller']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,4.0,Chamath D,Was delicious. Recommend.,Was delicious. Recommend.,was delicious recommend,"['delicious', 'recommend']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Manoj D,Good coffee. Original product. ,Good coffee. Original product. ,good coffee original product ,"['good', 'coffee', 'original', 'product']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Kartani B,Very good! Delicious!,Very good! Delicious!,very good delicious,"['good', 'delicious']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Thiwantha N,"good , seller has sent more than ordered.","good , seller has sent more than ordered.",good  seller has sent more than ordered,"['good', 'seller', 'sent', 'ordered']"
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,5.0,Rinata M,Best and genuine seller super quality products.Highly recommended.Thank you Daraz.,Best and genuine seller super quality products.Highly recommended.Thank you Daraz.,best and genuine seller super quality productshighly recommendedthank you daraz,"['best', 'genuine', 'seller', 'super', 'quality', 'productshighly', 'recommendedthank', 'daraz']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Nandika W,Fast delivery and good product! thanks.,Fast delivery and good product! thanks.,fast delivery and good product thanks,"['fast', 'delivery', 'good', 'product', 'thanks']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Kosala G,One of best kind a coffee i had. You should check this out too.,One of best kind a coffee i had. You should check this out too.,one of best kind a coffee i had you should check this out too,"['one', 'best', 'kind', 'coffee', 'check']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Pavan S,Coffee lovers should try this one.... Worth the price,Coffee lovers should try this one.... Worth the price,coffee lovers should try this one worth the price,"['coffee', 'lovers', 'try', 'one', 'worth', 'price']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Lalith L,Easy to prepare - Enjoyable - Excellent aroma.,Easy to prepare - Enjoyable - Excellent aroma.,easy to prepare  enjoyable  excellent aroma,"['easy', 'prepare', 'enjoyable', 'excellent', 'aroma']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,2.0,Kasun M,favour not like Cappuccino it's more like Americano .seller is good send on time.I don't like the favour.,favour not like Cappuccino it's more like Americano .seller is good send on time.I don't like the favour.,favour not like cappuccino its more like americano seller is good send on timei dont like the favour,"['favour', 'like', 'cappuccino', 'like', 'americano', 'seller', 'good', 'send', 'timei', 'dont', 'like', 'favour']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Nadi ,Excellent aroma... Can be easily prepared... Was well packed... Arrived in shortest time.,Excellent aroma... Can be easily prepared... Was well packed... Arrived in shortest time.,excellent aroma can be easily prepared was well packed arrived in shortest time,"['excellent', 'aroma', 'easily', 'prepared', 'well', 'packed', 'arrived', 'shortest', 'time']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,1.0,Sajidha S,"Not tasty at all , as a coffee lover , its just so bland to be told as coffee even ","Not tasty at all , as a coffee lover , its just so bland to be told as coffee even ",not tasty at all  as a coffee lover  its just so bland to be told as coffee even ,"['tasty', 'coffee', 'lover', 'bland', 'told', 'coffee', 'even']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Samantha B,My mom was very happy with it thank you and the customer service was very good,My mom was very happy with it thank you and the customer service was very good,my mom was very happy with it thank you and the customer service was very good,"['mom', 'happy', 'thank', 'customer', 'service', 'good']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Dansas N,Excellent product. Very easy to prepare. So creamy and tasty...😄😄 Thank You.,Excellent product. Very easy to prepare. So creamy and tasty...grinning face with smiling eyesgrinning face with smiling eyes Thank You.,excellent product very easy to prepare so creamy and tastygrinning face with smiling eyesgrinning face with smiling eyes thank you,"['excellent', 'product', 'easy', 'prepare', 'creamy', 'tastygrinning', 'face', 'smiling', 'eyesgrinning', 'face', 'smiling', 'eyes', 'thank']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,4.0,Sithara R,"Good price, Exactly as described, Fast shipping & Arrived quickly. Thank you!","Good price, Exactly as described, Fast shipping & Arrived quickly. Thank you!",good price exactly as described fast shipping  arrived quickly thank you,"['good', 'price', 'exactly', 'described', 'fast', 'shipping', 'arrived', 'quickly', 'thank']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Sahsee,this is a superb choice. highly recommended and I will definitely buy again ,this is a superb choice. highly recommended and I will definitely buy again ,this is a superb choice highly recommended and i will definitely buy again ,"['superb', 'choice', 'highly', 'recommended', 'definitely', 'buy']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,2.0,Wayanaka K,"This includes less coffee, more milk powder. I personaly don't like it.","This includes less coffee, more milk powder. I personaly don't like it.",this includes less coffee more milk powder i personaly dont like it,"['includes', 'less', 'coffee', 'milk', 'powder', 'personaly', 'dont', 'like']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,5.0,Pulathisi M,Arrived in good packaging. Haven’t tried it yet. ,Arrived in good packaging. Haven’t tried it yet. ,arrived in good packaging havent tried it yet ,"['arrived', 'good', 'packaging', 'havent', 'tried', 'yet']"
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,3.0,Spencer F,it's ok product. maybe it's because I personal preference. too weak for me,it's ok product. maybe it's because I personal preference. too weak for me,its ok product maybe its because i personal preference too weak for me,"['ok', 'product', 'maybe', 'personal', 'preference', 'weak']"
Toscana Ceylon Coffee beans 1Kg,Coffee,5.0,Bagya F,I love this product and thanks for the seller... ,I love this product and thanks for the seller... ,i love this product and thanks for the seller ,"['love', 'product', 'thanks', 'seller']"
Toscana Ceylon Coffee beans 1Kg,Coffee,5.0,Mayuri R,same as expected and highly recommend,same as expected and highly recommend,same as expected and highly recommend,"['expected', 'highly', 'recommend']"
Toscana Ceylon Coffee beans 1Kg,Coffee,4.0,Sellaiah V,It is mixed with milk powder,It is mixed with milk powder,it is mixed with milk powder,"['mixed', 'milk', 'powder']"
Toscana Ceylon Coffee beans 1Kg,Coffee,4.0,Maheshi M,Very Good Product. Recommend.,Very Good Product. Recommend.,very good product recommend,"['good', 'product', 'recommend']"
Toscana Ceylon Coffee beans 1Kg,Coffee,1.0,Uditha M,not tasty at all..,not tasty at all..,not tasty at all,['tasty']
Toscana Ceylon Coffee beans 1Kg,Coffee,4.0,Veronica K,Excellent coffee the best amongst the lankan coffees made by an old Trinitian!,Excellent coffee the best amongst the lankan coffees made by an old Trinitian!,excellent coffee the best amongst the lankan coffees made by an old trinitian,"['excellent', 'coffee', 'best', 'amongst', 'lankan', 'coffees', 'made', 'old', 'trinitian']"
Toscana Ceylon Coffee beans 1Kg,Coffee,1.0,Joseph N,"I order this coffee all the time and have been very happy with it. However this is the second bag in a row the is awful. I'm not sure but it seems way under roasted, like the color of saw dust NOT chocolate. Have you changed roasters? Should I try ordering again or will I be disappointed again?","I order this coffee all the time and have been very happy with it. However this is the second bag in a row the is awful. I'm not sure but it seems way under roasted, like the color of saw dust NOT chocolate. Have you changed roasters? Should I try ordering again or will I be disappointed again?",i order this coffee all the time and have been very happy with it however this is the second bag in a row the is awful im not sure but it seems way under roasted like the color of saw dust not chocolate have you changed roasters? should i try ordering again or will i be disappointed again?,"['order', 'coffee', 'time', 'happy', 'however', 'second', 'bag', 'row', 'awful', 'im', 'sure', 'seems', 'way', 'roasted', 'like', 'color', 'saw', 'dust', 'chocolate', 'changed', 'roasters', '?', 'try', 'ordering', 'disappointed', '?']"
Toscana Ceylon Coffee beans 1Kg,Coffee,5.0,Haran S,Thanks guys. I have ordered this coffee multiple times now. Never disappointed. I love the taste of coffee in my country(Sri Lanka) . Keep up the good work. Highly recommended,Thanks guys. I have ordered this coffee multiple times now. Never disappointed. I love the taste of coffee in my country(Sri Lanka) . Keep up the good work. Highly recommended,thanks guys i have ordered this coffee multiple times now never disappointed i love the taste of coffee in my countrysri lanka  keep up the good work highly recommended,"['thanks', 'guys', 'ordered', 'coffee', 'multiple', 'times', 'never', 'disappointed', 'love', 'taste', 'coffee', 'countrysri', 'lanka', 'keep', 'good', 'work', 'highly', 'recommended']"
Toscana Ceylon Coffee beans 1Kg,Coffee,3.0,Alberto O,"I asked for a medium roast but got an espresso roast... The beans are oily and I'm a bit worried about clogging the grinder. Overall, super earthy tones and is better as cold brew than espresso.","I asked for a medium roast but got an espresso roast... The beans are oily and I'm a bit worried about clogging the grinder. Overall, super earthy tones and is better as cold brew than espresso.",i asked for a medium roast but got an espresso roast the beans are oily and im a bit worried about clogging the grinder overall super earthy tones and is better as cold brew than espresso,"['asked', 'medium', 'roast', 'got', 'espresso', 'roast', 'beans', 'oily', 'im', 'bit', 'worried', 'clogging', 'grinder', 'overall', 'super', 'earthy', 'tones', 'better', 'cold', 'brew', 'espresso']"
Toscana Ceylon Coffee beans 1Kg,Coffee,5.0,Delshan F,Best coffee in Sri Lanka. Fast delivery. Good shop!,Best coffee in Sri Lanka. Fast delivery. Good shop!,best coffee in sri lanka fast delivery good shop,"['best', 'coffee', 'sri', 'lanka', 'fast', 'delivery', 'good', 'shop']"
Toscana Ceylon Coffee beans 1Kg,Coffee,5.0,Codi C,This is soo good 😍❤️ Best coffee ever!,This is soo good smiling face with heart-eyesred heart Best coffee ever!,this is soo good smiling face with hearteyesred heart best coffee ever,"['soo', 'good', 'smiling', 'face', 'hearteyesred', 'heart', 'best', 'coffee', 'ever']"
Toscana Ceylon Coffee beans 1Kg,Coffee,5.0,Andrea F,i like it daraz,i like it daraz,i like it daraz,"['like', 'daraz']"
Toscana Ceylon Coffee beans 1Kg,Coffee,5.0,Vitaly T,Was skeptical at first but eventually tried it - this is one of the best locally produced coffee I've ever had. Will be trying out their other products as well.,Was skeptical at first but eventually tried it - this is one of the best locally produced coffee I've ever had. Will be trying out their other products as well.,was skeptical at first but eventually tried it  this is one of the best locally produced coffee ive ever had will be trying out their other products as well,"['skeptical', 'first', 'eventually', 'tried', 'one', 'best', 'locally', 'produced', 'coffee', 'ive', 'ever', 'trying', 'products', 'well']"
Toscana Ceylon Coffee beans 1Kg,Coffee,4.0,Kader H,"I didn't try it yet, but it looks good quality~","I didn't try it yet, but it looks good quality~",i didnt try it yet but it looks good quality~,"['didnt', 'try', 'yet', 'looks', 'good', 'quality~']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Thilina S,I found a good quality coffee like this in the Sri Lanka. If you looking for a good coffee and reasonable price. I strongly recommend you to have it.,I found a good quality coffee like this in the Sri Lanka. If you looking for a good coffee and reasonable price. I strongly recommend you to have it.,i found a good quality coffee like this in the sri lanka if you looking for a good coffee and reasonable price i strongly recommend you to have it,"['found', 'good', 'quality', 'coffee', 'like', 'sri', 'lanka', 'looking', 'good', 'coffee', 'reasonable', 'price', 'strongly', 'recommend']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,4.0,Jero R,Tastes smooth.... Worth the money!,Tastes smooth.... Worth the money!,tastes smooth worth the money,"['tastes', 'smooth', 'worth', 'money']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Hansu S,very tasty. I was able to buy it for under 1000 rupees. So I had a good deal happy about it. THANKS SELLER.,very tasty. I was able to buy it for under 1000 rupees. So I had a good deal happy about it. THANKS SELLER.,very tasty i was able to buy it for under 1000 rupees so i had a good deal happy about it thanks seller,"['tasty', 'able', 'buy', '1000', 'rupees', 'good', 'deal', 'happy', 'thanks', 'seller']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Sebastian S,excellent coffee should be in all supermarkets.,excellent coffee should be in all supermarkets.,excellent coffee should be in all supermarkets,"['excellent', 'coffee', 'supermarkets']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Maxwell,the coffee smelt really nice and it tastes goood happy about it being a Sri Lankan product with quality! definitely price worthy,the coffee smelt really nice and it tastes goood happy about it being a Sri Lankan product with quality! definitely price worthy,the coffee smelt really nice and it tastes goood happy about it being a sri lankan product with quality definitely price worthy,"['coffee', 'smelt', 'really', 'nice', 'tastes', 'goood', 'happy', 'sri', 'lankan', 'product', 'quality', 'definitely', 'price', 'worthy']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Rev I,"3rd Pack already, Used to buy expensive Italian Brand But this is my Fav now, good stuff for mocha pot","3rd Pack already, Used to buy expensive Italian Brand But this is my Fav now, good stuff for mocha pot",3rd pack already used to buy expensive italian brand but this is my fav now good stuff for mocha pot,"['3rd', 'pack', 'already', 'used', 'buy', 'expensive', 'italian', 'brand', 'fav', 'good', 'stuff', 'mocha', 'pot']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Sharu N,Top quality coffee for an affordable price. I’m usually it with a moka pot. Highly recommend.,Top quality coffee for an affordable price. I’m usually it with a moka pot. Highly recommend.,top quality coffee for an affordable price im usually it with a moka pot highly recommend,"['top', 'quality', 'coffee', 'affordable', 'price', 'im', 'usually', 'moka', 'pot', 'highly', 'recommend']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Dilan S,"Finally found some real coffee in SL. I'll be buying this frequently. Great product, 10/10.","Finally found some real coffee in SL. I'll be buying this frequently. Great product, 10/10.",finally found some real coffee in sl ill be buying this frequently great product 10/10,"['finally', 'found', 'real', 'coffee', 'sl', 'ill', 'buying', 'frequently', 'great', 'product', '10/10']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,4.0,Jessica M,"I was hoping for an instant type of coffee but this is not, anyway taste is good ","I was hoping for an instant type of coffee but this is not, anyway taste is good ",i was hoping for an instant type of coffee but this is not anyway taste is good ,"['hoping', 'instant', 'type', 'coffee', 'anyway', 'taste', 'good']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Gracian M,"Best coffee in Sri Lanka, don’t bother buying any other ","Best coffee in Sri Lanka, don’t bother buying any other ",best coffee in sri lanka dont bother buying any other ,"['best', 'coffee', 'sri', 'lanka', 'dont', 'bother', 'buying']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,4.0,Ru H,Good taste~ I will upload pictures later.,Good taste~ I will upload pictures later.,good taste~ i will upload pictures later,"['good', 'taste~', 'upload', 'pictures', 'later']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Gangananth N,"Great local coffee, will buy again","Great local coffee, will buy again",great local coffee will buy again,"['great', 'local', 'coffee', 'buy']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,4.0,Charusi F,Great coffee as always. Thanks ,Great coffee as always. Thanks ,great coffee as always thanks ,"['great', 'coffee', 'always', 'thanks']"
LYBS Ceylon Espresso Dark Roast Fine Ground Coffee 200g,Coffee,5.0,Milan M,Great for my espresso maker,Great for my espresso maker,great for my espresso maker,"['great', 'espresso', 'maker']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,5.0,Supun W,I have made the 2nd order while ago. Product is worth the money.,I have made the 2nd order while ago. Product is worth the money.,i have made the 2nd order while ago product is worth the money,"['made', '2nd', 'order', 'ago', 'product', 'worth', 'money']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,5.0,Denis M,"Delivery was prompt, and the package arrived in excellent condition.","Delivery was prompt, and the package arrived in excellent condition.",delivery was prompt and the package arrived in excellent condition,"['delivery', 'prompt', 'package', 'arrived', 'excellent', 'condition']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,4.0,Valarie D,Delivery was a bit late but it was very kind of them to deliver on Sunday.....the coffee is fantastic.....Thank you,Delivery was a bit late but it was very kind of them to deliver on Sunday.....the coffee is fantastic.....Thank you,delivery was a bit late but it was very kind of them to deliver on sundaythe coffee is fantasticthank you,"['delivery', 'bit', 'late', 'kind', 'deliver', 'sundaythe', 'coffee', 'fantasticthank']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,5.0,Yan S,Good Product. Recommend,Good Product. Recommend,good product recommend,"['good', 'product', 'recommend']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,1.0,Sampath D,"Poor Quality, armo is worst, when i was added this product on the card price was 600/- after the next day i was purchased actually i didn't noticed the price its abot 900/- 😢 guys don't buy this anymore","Poor Quality, armo is worst, when i was added this product on the card price was 600/- after the next day i was purchased actually i didn't noticed the price its abot 900/- crying face guys don't buy this anymore",poor quality armo is worst when i was added this product on the card price was 600/ after the next day i was purchased actually i didnt noticed the price its abot 900/ crying face guys dont buy this anymore,"['poor', 'quality', 'armo', 'worst', 'added', 'product', 'card', 'price', '600/', 'next', 'day', 'purchased', 'actually', 'didnt', 'noticed', 'price', 'abot', '900/', 'crying', 'face', 'guys', 'dont', 'buy', 'anymore']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,1.0,Srima L,Tastes bad. Roasted too much. Good old Harishchandra coffee is way better than this.,Tastes bad. Roasted too much. Good old Harishchandra coffee is way better than this.,tastes bad roasted too much good old harishchandra coffee is way better than this,"['tastes', 'bad', 'roasted', 'much', 'good', 'old', 'harishchandra', 'coffee', 'way', 'better']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,3.0,Kumari L,"Doubt its soluble like instant, but looks tasty all the same","Doubt its soluble like instant, but looks tasty all the same",doubt its soluble like instant but looks tasty all the same,"['doubt', 'soluble', 'like', 'instant', 'looks', 'tasty']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,4.0,Ananth S,relative to the price this coffee is above average,relative to the price this coffee is above average,relative to the price this coffee is above average,"['relative', 'price', 'coffee', 'average']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,4.0,Gayan R,"Taste not bad, but it's not that much soluble","Taste not bad, but it's not that much soluble",taste not bad but its not that much soluble,"['taste', 'bad', 'much', 'soluble']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,5.0,Shiva S,hqvnt tried yet. Fast delivery,hqvnt tried yet. Fast delivery,hqvnt tried yet fast delivery,"['hqvnt', 'tried', 'yet', 'fast', 'delivery']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,3.0,Disni M,"I think this is not a genuine product, the cover in the master pack and individual packs differed and there absolutely no aroma. Don’t recommend anyone buying it.","I think this is not a genuine product, the cover in the master pack and individual packs differed and there absolutely no aroma. Don’t recommend anyone buying it.",i think this is not a genuine product the cover in the master pack and individual packs differed and there absolutely no aroma dont recommend anyone buying it,"['think', 'genuine', 'product', 'cover', 'master', 'pack', 'individual', 'packs', 'differed', 'absolutely', 'aroma', 'dont', 'recommend', 'anyone', 'buying']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,4.0,Sujeewa,"Good quality, well packed and quick delivery.","Good quality, well packed and quick delivery.",good quality well packed and quick delivery,"['good', 'quality', 'well', 'packed', 'quick', 'delivery']"
Roasted Ground Coffee Cafe Classic - Pure Soluble 250g Made In Italy By Italian Mart,Coffee,5.0,Alexcia A,Very good quality and fast delivery,Very good quality and fast delivery,very good quality and fast delivery,"['good', 'quality', 'fast', 'delivery']"
Wijaya Coffee 50g,Coffee,5.0,Poojan H,good packaging. best quality products. speedy processing.,good packaging. best quality products. speedy processing.,good packaging best quality products speedy processing,"['good', 'packaging', 'best', 'quality', 'products', 'speedy', 'processing']"
Wijaya Coffee 50g,Coffee,5.0,Buddhi J,Order Placed with other Dmart items on the “Rush Hour” 4pm-5pm and I got huge discounts on because I Collected lot of Daraz Vouchers before 11.11.2021. Also Got Free Delivery. Delivered items fast and safely. Big thanks to Daraz team and Wijaya Team. Wishing you both companies a lot of success.,Order Placed with other Dmart items on the “Rush Hour” 4pm-5pm and I got huge discounts on because I Collected lot of Daraz Vouchers before 11.11.2021. Also Got Free Delivery. Delivered items fast and safely. Big thanks to Daraz team and Wijaya Team. Wishing you both companies a lot of success.,order placed with other dmart items on the “rush hour” 4pm5pm and i got huge discounts on because i collected lot of daraz vouchers before 11112021 also got free delivery delivered items fast and safely big thanks to daraz team and wijaya team wishing you both companies a lot of success,"['order', 'placed', 'dmart', 'items', '“', 'rush', 'hour', '”', '4pm5pm', 'got', 'huge', 'discounts', 'collected', 'lot', 'daraz', 'vouchers', '11112021', 'also', 'got', 'free', 'delivery', 'delivered', 'items', 'fast', 'safely', 'big', 'thanks', 'daraz', 'team', 'wijaya', 'team', 'wishing', 'companies', 'lot', 'success']"
Wijaya Coffee 50g,Coffee,5.0,Nilushi L,good product and well packed. fast delivery and recommended,good product and well packed. fast delivery and recommended,good product and well packed fast delivery and recommended,"['good', 'product', 'well', 'packed', 'fast', 'delivery', 'recommended']"
Wijaya Coffee 50g,Coffee,4.0,Ilyas S,this item is not packaged inside i pay money,this item is not packaged inside i pay money,this item is not packaged inside i pay money,"['item', 'packaged', 'inside', 'pay', 'money']"
Wijaya Coffee 50g,Coffee,4.0,Gihan N,Superb coffee try it ,Superb coffee try it ,superb coffee try it ,"['superb', 'coffee', 'try']"
Wijaya Coffee 50g,Coffee,5.0,Chathuranga S,good and well packing. best product. worth for money. highly recommended... thank you darz for your services,good and well packing. best product. worth for money. highly recommended... thank you darz for your services,good and well packing best product worth for money highly recommended thank you darz for your services,"['good', 'well', 'packing', 'best', 'product', 'worth', 'money', 'highly', 'recommended', 'thank', 'darz', 'services']"
Wijaya Coffee 50g,Coffee,5.0,Braian,Quick delivery...(within 24 Hours to Hambantota)Nice packing...Best price from authorized seller...Highly recommended ...thank you...,Quick delivery...(within 24 Hours to Hambantota)Nice packing...Best price from authorized seller...Highly recommended ...thank you...,quick deliverywithin 24 hours to hambantotanice packingbest price from authorized sellerhighly recommended thank you,"['quick', 'deliverywithin', '24', 'hours', 'hambantotanice', 'packingbest', 'price', 'authorized', 'sellerhighly', 'recommended', 'thank']"
Wijaya Coffee 50g,Coffee,4.0,Vinoth R,"I am satisfied with the purchase, the package is well packed, the package arrived very quickly","I am satisfied with the purchase, the package is well packed, the package arrived very quickly",i am satisfied with the purchase the package is well packed the package arrived very quickly,"['satisfied', 'purchase', 'package', 'well', 'packed', 'package', 'arrived', 'quickly']"
Wijaya Coffee 50g,Coffee,5.0,Kabilstan H,super fast delivery..thank you everyone and i'm happy about the product.❤️👍,super fast delivery..thank you everyone and i'm happy about the product.red heartthumbs up,super fast deliverythank you everyone and im happy about the productred heartthumbs up,"['super', 'fast', 'deliverythank', 'everyone', 'im', 'happy', 'productred', 'heartthumbs']"
Wijaya Coffee 50g,Coffee,5.0,NDP,excellent service.comes with sealed package within 2 days. recommended..,excellent service.comes with sealed package within 2 days. recommended..,excellent servicecomes with sealed package within 2 days recommended,"['excellent', 'servicecomes', 'sealed', 'package', 'within', '2', 'days', 'recommended']"
Wijaya Coffee 50g,Coffee,4.0,Vaishali N,Timely delivered the item. The delivery person was so supportive! ,Timely delivered the item. The delivery person was so supportive! ,timely delivered the item the delivery person was so supportive ,"['timely', 'delivered', 'item', 'delivery', 'person', 'supportive']"
Wijaya Coffee 50g,Coffee,5.0,Anuradha K,Good quality..... Reasonable Price.... Fast Shipping... Recommended....,Good quality..... Reasonable Price.... Fast Shipping... Recommended....,good quality reasonable price fast shipping recommended,"['good', 'quality', 'reasonable', 'price', 'fast', 'shipping', 'recommended']"
Wijaya Coffee 50g,Coffee,5.0,Mohamed R,best of best products and fast delivery .. Thank you !!,best of best products and fast delivery .. Thank you !!,best of best products and fast delivery  thank you ,"['best', 'best', 'products', 'fast', 'delivery', 'thank']"
